,symbol,cluster
5977,VIXY,36
5978,VJET,1
5979,VKI,9
5980,VKQ,9
5981,VKTX,8
5982,VLGEA,28
5983,VLO,32
5984,VLRS,16
5985,VLU,2
5986,VLUE,2
5987,VLY,15
5988,VLYPO,34
5989,VLYPP,34
5990,VMC,37
5991,VMI,32
5992,VMO,9
5993,VMOT,24
5994,VMW,7
5995,VNCE,28
5996,VNE,28
5997,VNET,1
5998,VNLA,19
5999,VNM,14
6000,VNO,17
6001,VNOM,13
6002,VNQ,17
6003,VNTR,32
6004,VOC,1
6005,VOE,2
6006,VOO,24
6007,VOOV,2
6008,VOT,24
6009,VOX,24
6010,VOXX,1
6011,VPC,25
6012,VQT,19
6013,VRA,28
6014,VRAI,5
6015,VRCA,28
6016,VREX,32
6017,VRIG,19
6018,VRM,33
6019,VRML,26
6020,VRNA,26
6021,VRNS,7
6022,VRNT,7
6023,VRP,34
6024,VRRM,28
6025,VRS,28
6026,VRSK,35
6027,VRSN,7
6028,VRT,19
6029,VRTS,32
6030,VRTU,7
6031,VRTV,28
6032,VRTX,8
6033,VSDA,35
6034,VSEC,27
6035,VSH,32
6036,VSL,5
6037,VSLR,7
6038,VSMV,35
6039,VSS,30
6040,VST,37
6041,VSTM,8
6042,VSTO,28
6043,VT,22
6044,VTA,3
6045,VTC,29
6046,VTEB,29
6047,VTHR,24
6048,VTI,24
6049,VTIP,29
6050,VTN,9
6051,VTNR,26
6052,VTOL,33
6053,VTR,17
6054,VTSI,26
6055,VTVT,1
6056,VTWG,2
6057,VTWO,2
6058,VTWV,2
6059,VUG,24
6060,VUSE,2
6061,VV,24
6062,VVI,37
6063,VVNT,20
6064,VVR,3
6065,VVV,32
6066,VWO,14
6067,VWOB,16
6068,VXF,2
6069,VXRT,1
6070,VXUS,30
6071,VXX,36
6072,VXZ,36
6073,VYGR,8
6074,VYM,2
6075,VYMI,30
6076,W,7
6077,WAB,32
6078,WAFD,15
6079,WAFU,25
6080,WAL,15
6081,WALA,34
6082,WANT,5
6083,WASH,15
6084,WAT,35
6085,WATT,28
6086,WBA,32
6087,WBIE,22
6088,WBIF,2
6089,WBIG,35
6090,WBII,16
6091,WBIL,35
6092,WBIY,2
6093,WBK,16
6094,WBS,15
6095,WBT,32
6096,WCC,32
6097,WCN,35
6098,WDAY,7
6099,WDC,32
6100,WDFC,35
6101,WDIV,30
6102,WDR,15
6103,WEA,3
6104,WEAT,26
6105,WEBL,23
6106,WEBS,0
6107,WEI,25
6108,WEN,37
6109,WERN,28
6110,WETF,32
6111,WEX,7
6112,WFC,15
6113,WFH,33
6114,WFHY,16
6115,WFIG,29
6116,WGO,32
6117,WH,32
6118,WHD,13
6119,WHF,3
6120,WHFBZ,25
6121,WHG,28
6122,WHLM,19
6123,WHLR,1
6124,WHLRD,26
6125,WHR,32
6126,WIA,6
6127,WIFI,28
6128,WIL,5
6129,WIMI,33
6130,WINA,27
6131,WINC,0
6132,WING,7
6133,WINS,26
6134,WINT,19
6135,WISA,26
6136,WIT,16
6137,WIW,6
6138,WIZ,23
6139,WKEY,33
6140,WKHS,1
6141,WLDN,28
6142,WLDR,19
6143,WLFC,27
6144,WLL,13
6145,WMC,37
6146,WMGI,7
6147,WMS,32
6148,WMT,35
6149,WNC,32
6150,WNEB,27
6151,WNS,7
6152,WOMN,5
6153,WOOD,32
6154,WOR,32
6155,WORK,20
6156,WPC,17
6157,WPG,28
6158,WPP,16
6159,WPRT,28
6160,WPS,30
6161,WPX,13
6162,WRE,17
6163,WRI,17
6164,WRK,32
6165,WRLD,32
6166,WSBC,15
6167,WSC,28
6168,WSG,20
6169,WSM,28
6170,WSO,32
6171,WSO-B,33
6172,WSR,17
6173,WST,35
6174,WSTG,1
6175,WTBA,15
6176,WTFC,15
6177,WTFCM,34
6178,WTFCP,33
6179,WTI,13
6180,WTM,37
6181,WTMF,26
6182,WTRE,25
6183,WTRG,20
6184,WTRH,1
6185,WTRU,20
6186,WTS,32
6187,WUBA,14
6188,WUGI,33
6189,WVE,8
6190,WVFC,19
6191,WVVI,26
6192,WVVIP,19
6193,WW,28
6194,WWD,32
6195,WWE,7
6196,WWJD,23
6197,WWR,1
6198,WWW,28
6199,WY,37
6200,WYND,32
6201,WYY,26
6202,X,32
6203,XAIR,26
6204,XAN,37
6205,XAR,32
6206,XBI,8
6207,XBIO,1
6208,XBIOW,33
6209,XBIT,1
6210,XBUY,5
6211,XCEM,14
6212,XCOM,5
6213,XEC,13
6214,XEL,12
6215,XELB,26
6216,XENT,7
6217,XERS,8
6218,XES,13
6219,XFLT,1
6220,XGN,20
6221,XHB,37
6222,XHR,37
6223,XIN,1
6224,XITK,24
6225,XLC,24
6226,XLF,15
6227,XLG,24
6228,XLI,2
6229,XLK,24
6230,XLNX,32
6231,XLP,35
6232,XLRE,17
6233,XLRN,8
6234,XLSR,5
6235,XLU,12
6236,XLV,35
6237,XLY,22
6238,XMHQ,2
6239,XMLV,35
6240,XMMO,24
6241,XMVM,2
6242,XNCR,8
6243,XNET,1
6244,XNTK,24
6245,XOM,13
6246,XOMA,8
6247,XONE,1
6248,XOP,13
6249,XOUT,23
6250,XP,23
6251,XPER,32
6252,XPL,19
6253,XPO,32
6254,XRAY,35
6255,XRF,1
6256,XRLV,35
6257,XRT,28
6258,XSD,32
6259,XSHQ,2
6260,XSLV,2
6261,XSMO,2
6262,XSOE,14
6263,XSPA,1
6264,XSVM,2
6265,XSW,24
6266,XT,24
6267,XTL,2
6268,XTLB,19
6269,XVZ,0
6270,XWEB,24
6271,XXII,1
6272,XYF,1
6273,XYL,32
6274,Y,35
6275,YANG,36
6276,YCS,28
6277,YELP,7
6278,YETI,5
6279,YGRN,33
6280,YI,1
6281,YJ,25
6282,YLCO,35
6283,YLD,16
6284,YLDE,5
6285,YMAB,8
6286,YNDX,7
6287,YOLO,25
6288,YORW,11
6289,YRCW,28
6290,YRD,1
6291,YTEN,1
6292,YUM,35
6293,YXI,36
6294,YY,14
6295,YYY,3
6296,Z,7
6297,ZBH,35
6298,ZBRA,7
6299,ZCAN,22
6300,ZCMD,33
6301,ZDEU,30
6302,ZDGE,26
6303,ZEAL,1
6304,ZEN,7
6305,ZGNX,8
6306,ZGYHU,33
6307,ZI,33
6308,ZIG,5
6309,ZION,15
6310,ZIONL,20
6311,ZIONN,34
6312,ZIONO,20
6313,ZIONP,26
6314,ZIOP,8
6315,ZIV,24
6316,ZIXI,7
6317,ZKIN,1
6318,ZLAB,1
6319,ZM,25
6320,ZN,1
6321,ZNH,14
6322,ZNTL,33
6323,ZOM,1
6324,ZROZ,10
6325,ZS,7
6326,ZSAN,1
6327,ZTO,14
6328,ZTR,3
6329,ZTS,35
6330,ZUO,7
6331,ZVO,25
6332,ZYME,1
6333,ZYNE,8
6334,ZYXI,1
